iter	RMSE
148	0.08718247397
149	0.08716500473
150	0.08713517345
151	0.08712190905
152	0.08710716439
153	0.08708788247
154	0.08707524821
155	0.08705969149
156	0.08704367109
157	0.08702242502
158	0.0870085169
159	0.08698582563
160	0.08696493864
161	0.08694170188
162	0.08692284065
163	0.08690766732
164	0.08689350761
165	0.08687190318
166	0.08686301502
167	0.08683910744
168	0.08681098954
169	0.08678816895
170	0.08676893173
171	0.08675295852
172	0.08673125454
173	0.08671689191
174	0.08668515858
175	0.0866745431
176	0.08666003043
177	0.08664326543
178	0.08663226971
179	0.08661143804
180	0.08659307921
181	0.08657646777
182	0.08655637199
183	0.08653808487
184	0.08651749759
185	0.08650307145
186	0.08648902536
187	0.08647020533
188	0.08645695104
189	0.08643770213
190	0.08642581734
191	0.08641261144
192	0.0863975316
193	0.08638305212
194	0.0863674038
195	0.08634768242
196	0.08632181572
197	0.08631313317
198	0.08630417458
199	0.08629207166
200	0.08628084145
201	0.0862641842
202	0.0862486802
203	0.08623037223
204	0.08621125059
205	0.08619063581
206	0.08617684757
207	0.08615955985
208	0.08613522596
209	0.08612369577
210	0.08610706549
211	0.08609174024
212	0.0860790219
213	0.08606763545
214	0.08603955795
215	0.08602614605
216	0.0860128346
217	0.08599418259
218	0.08598194783
219	0.08596894689
220	0.08595360443
221	0.0859460611
222	0.08593007721
223	0.08591389256
224	0.08589567138
225	0.08588018071
226	0.08586972783
227	0.08585661153
228	0.08583649356
229	0.08581971018
230	0.08580857793
231	0.08579201565
232	0.08577741872
233	0.08576745523
234	0.08575829231
235	0.08574504308
236	0.08572712315
237	0.08571902156
238	0.0857042916
239	0.08568770171
240	0.08567448466
241	0.08566185521
242	0.0856520547
243	0.08563287942
244	0.0856261975
245	0.08561244836
246	0.08559373776
247	0.08558404207
248	0.08556915367
249	0.0855537814
250	0.08554473206
251	0.08552918934
252	0.08551052315
253	0.08550092343
254	0.08548945058
255	0.08547972727
256	0.08545884638
257	0.08544789886
258	0.08542439732
259	0.08540882335
260	0.0853876218
261	0.08536385727
262	0.08534470457
263	0.08533205738
264	0.0853206014
265	0.08530443158
266	0.0852888306
267	0.08528287667
268	0.08526919914
269	0.08525674453
270	0.08523536449
271	0.08521755412
272	0.08520771844
273	0.08519775174
274	0.08518498886
275	0.0851761671
276	0.08516556032
277	0.0851509771
278	0.08513679203
279	0.08511981202
280	0.08510734119
281	0.0850945262
282	0.08508266145
283	0.08507272996
284	0.08506517358
285	0.08504934211
286	0.08503921692
287	0.08502889414
288	0.08500592224
289	0.08499628091
290	0.08499083542
291	0.08497861183
292	0.08496607172
293	0.08495220297
294	0.08494046883
295	0.0849270117
296	0.08491672942
297	0.08490537932
298	0.08488793642
299	0.08487931918
300	0.08485679923
301	0.08484533795
302	0.08483636865
303	0.08482465876
304	0.08481264022
305	0.08480435062
306	0.08479227952
307	0.08478551025
308	0.08477875292
309	0.08476427451
310	0.08475470147
311	0.08473939217
312	0.08472761016
313	0.08471282757
314	0.08468988442
315	0.08467844051
316	0.08466502791
317	0.08464822526
318	0.08463924464
319	0.08462321185
320	0.08460909943
321	0.08459754709
322	0.08458495531
323	0.0845814901
324	0.08457576922
325	0.08456797021
326	0.08455044225
327	0.08453689325
328	0.08451701755
329	0.0845105766
330	0.08450136152
331	0.08449016502
332	0.08448000195
333	0.08447314678
334	0.08446296815
335	0.08445513571
336	0.08443879973
337	0.08442641009
338	0.0844112719
339	0.08440245783
340	0.08439223619
341	0.08437701102
342	0.08436993662
343	0.08435885496
344	0.08435172029
345	0.08433923903
346	0.08431994329
347	0.08431189552
348	0.08430135137
349	0.0842875177
350	0.08427220401
351	0.08425434591
352	0.08424530028
353	0.084230632
354	0.08421834416
355	0.08420097034
356	0.08418712776
357	0.08418007666
358	0.08416256803
359	0.0841491696
360	0.08413916652
361	0.08411585465
362	0.08410246013
363	0.08408168924
364	0.08407223515
365	0.08405851296
366	0.08405016405
367	0.08403555399
368	0.08402688406
369	0.08401628591
370	0.08400622359
371	0.08398952524
372	0.08397882621
373	0.08396282747
374	0.08394912218
375	0.08392791298
376	0.08392104511
377	0.08390687289
378	0.08389341476
379	0.08388627432
380	0.08387721039
381	0.08385806086
382	0.08384527139
383	0.08383662721
384	0.08382913707
385	0.08381742237
386	0.08380113643
387	0.08378743923
388	0.0837696342
389	0.08374937151
390	0.08373877018
391	0.08372065193
392	0.08370840753
393	0.08369865461
394	0.08369037204
395	0.0836829212
396	0.08367477411
397	0.08366671878
398	0.08365417102
399	0.08364082446
